,river,weather
2017-01-01 00:00:00,12.0,0.133285372179
2017-01-01 01:00:00,10.4259719038,0.956349089277
2017-01-01 02:00:00,9.67500752462,-0.415821338398
2017-01-01 03:00:00,7.5518727178,-0.0883401083446
2017-01-01 04:00:00,5.75621914103,-0.912449009227
2017-01-01 05:00:00,3.13645666339,-0.886491544045
2017-01-01 06:00:00,0.542651650924,-0.684866075306
2017-01-01 07:00:00,-0.142214424382,0.407128995932
2017-01-01 08:00:00,0.26491457155,0.608637872413
2017-01-01 09:00:00,0.873552443963,0.782735527227
2017-01-01 10:00:00,1.65628797119,0.592097886919
2017-01-01 11:00:00,0.54107238969,0.793176361161
2017-01-01 12:00:00,1.33424875085,-0.290533891723
2017-01-01 13:00:00,1.04371485913,-0.0947291004279
2017-01-01 14:00:00,0.948985758701,-0.783393977238
2017-01-01 15:00:00,0.165591781463,0.200493202374
2017-01-01 16:00:00,0.366084983837,0.547619829429
2017-01-01 17:00:00,0.913704813265,-0.344861228648
2017-01-01 18:00:00,0.568843584617,0.917129219888
2017-01-01 19:00:00,1.48597280451,-0.667796753714
2017-01-01 20:00:00,0.818176050791,-0.00423943907498
2017-01-01 21:00:00,0.813936611716,0.8971135817
2017-01-01 22:00:00,0.00373672499649,-0.00502289138054
2017-01-01 23:00:00,-0.00128616638405,-0.767104775741
