,river,weather
2017-01-01 00:00:00,12.0,-0.112571755134
2017-01-01 01:00:00,8.31858798879,-0.927948449318
2017-01-01 02:00:00,3.8217992834,0.801597114697
2017-01-01 03:00:00,1.05455614202,-0.689266036899
2017-01-01 04:00:00,0.36529010512,-0.136877694756
2017-01-01 05:00:00,0.228412410365,0.113389510872
2017-01-01 06:00:00,0.341801921237,0.837400918801
2017-01-01 07:00:00,0.656904534883,0.713717757927
2017-01-01 08:00:00,0.848323987655,0.399842696013
2017-01-01 09:00:00,0.725868378512,-0.60272029956
2017-01-01 10:00:00,0.123148078952,0.770049535154
2017-01-01 11:00:00,0.37089930895,0.883044142861
2017-01-01 12:00:00,0.731645146656,-0.878535192149
2017-01-01 13:00:00,-0.146890045493,0.542245983179
2017-01-01 14:00:00,0.395355937686,-0.911164220698
2017-01-01 15:00:00,-0.515808283012,0.892785748198
2017-01-01 16:00:00,0.376977465186,0.0215142076636
2017-01-01 17:00:00,0.398491672849,0.249850063692
2017-01-01 18:00:00,0.126043431386,0.933189261475
2017-01-01 19:00:00,0.536934387705,0.369148352878
2017-01-01 20:00:00,0.383784435427,-0.120152835768
2017-01-01 21:00:00,0.263631599659,0.808789505568
2017-01-01 22:00:00,0.550122800072,0.896391582346
2017-01-01 23:00:00,0.924216077262,0.105869478257
